"","ID","start","end","pos_x","pos_y","player","team","action","hypotenuse","angle","xG"
"923",43,3230,3242,20.81,8.13,"Kraczynski Mikaila","University of Ottawa Gee-Gees",0,22.3417322515511,0.372444046608974,0.0204459457974248
"924",44,3251,3263,8.62,1.02,"Smythe Emily","Carleton Ravens",0,8.68013824774698,0.117781782559196,0.120487919294138
"925",45,3282,3294,11.55,-5.82,"MacDonald Jaimee","University of Ottawa Gee-Gees",0,12.9334798101671,-0.466759632149463,0.0631080916115188
"926",46,3283,3295,5.59,-2.02,"Aubin Ariane","University of Ottawa Gee-Gees",0,5.94377825965943,-0.346758644650183,0.1560013825949
"927",47,3364,3376,10.36,-4.11,"Bullock Victoria","Carleton Ravens",0,11.145478904022,-0.377673995482943,0.0810188957206776
"928",48,3381,3393,5.59,1.49,"Clavelle Alexe","University of Ottawa Gee-Gees",0,5.78517069756805,0.260491045572542,0.174747996831873
"929",49,3402,3414,10.73,2.91,"MacLean Kate","University of Ottawa Gee-Gees",0,11.1175986615816,0.264832043794227,0.0907502726440999
"930",50,3432,3444,6.14,-0.69,"Berta Sydney","Carleton Ravens",0,6.17864871958262,-0.111908337589919,0.15742172305694
"931",51,3587,3599,5.87,-0.6,"Gagnon Arianne","University of Ottawa Gee-Gees",0,5.90058471678867,-0.101860891812304,0.162956200441468
"932",52,3835,3847,12.47,-11.61,"MacDonald Jaimee","University of Ottawa Gee-Gees",0,17.0379869702967,-0.749699050718124,0.03454925796301
"933",53,3850,3862,10.45,8.7,"Macmillan Alyssa","University of Ottawa Gee-Gees",0,13.5975181558989,0.694267466438646,0.0708047375871477
"934",54,3891,3903,8.8,1.3,"Smythe Emily","Carleton Ravens",0,8.89550448260244,0.146666493797193,0.117862623179477
"935",55,3928,3940,4.86,1.02,"Fillion Alice","University of Ottawa Gee-Gees",1,4.96588360717405,0.206873948979743,0.190512993826571
"936",1,34,46,19.8,2.25,"Faubert Annabel","Carabins Universite de Montreal",0,19.9274308429361,0.113150981590484,0.0272021559343645
"937",2,103,115,20.35,2.72,"Poire-Lehoux Amelie","Carabins Universite de Montreal",0,20.5309741610085,0.132873396523224,0.0251257116861024
"938",3,155,167,7.33,-0.5,"Dumont Camille","Carabins Universite de Montreal",1,7.34703341492333,-0.0681073205504408,0.137722986463995
"939",5,266,278,17.33,8.42,"Hunter Nicole","Carleton Ravens",0,19.2672078932055,0.452273911905709,0.0316688184272061
"940",6,674,686,11.83,-1.55,"Berta Sydney","Carleton Ravens",0,11.9311105937377,-0.130280697097273,0.0763319329785171
"941",7,738,750,12.83,-9.71,"Guimond Lanie","Carleton Ravens",0,16.0901522677693,-0.647851609624407,0.0400280218099598
"942",8,815,827,17.97,5.67,"Pelletier Justine","Carabins Universite de Montreal",0,18.8432958900507,0.305639159064258,0.0326789112671652
"943",9,884,896,5.59,-2.88,"Gervais Audrey","Carabins Universite de Montreal",0,6.2882827544569,-0.475738058250073,0.14665895366735
"944",10,945,957,7.52,1.11,"Unis-Thibault Hanna","Carleton Ravens",0,7.60148011902945,0.146548183855273,0.138223395170137
"945",11,1175,1187,6.23,1.97,"Pouliot Raphaеlle","Carabins Universite de Montreal",0,6.53404928049981,0.306262925460783,0.161172185221655
"946",12,1270,1282,6.23,-2.5,"Veillette Audrey-Anne","Carabins Universite de Montreal",0,6.71289058453957,-0.381612877352349,0.141436816012644
"947",13,1435,1447,13.02,-2.97,"Garand Joannie","Carabins Universite de Montreal",0,13.3544486969699,-0.224273175700816,0.0622793762779145
"948",14,1535,1547,9.99,3.39,"Garand Joannie","Carabins Universite de Montreal",0,10.5495118370473,0.327146185488564,0.0986212514029011
"949",15,1609,1621,11.46,4.72,"Lavallee Audrey","Carabins Universite de Montreal",0,12.3939501370628,0.390694816891528,0.0786230869563195
"950",16,1636,1648,18.43,-4.96,"Nadeau Kelly-Ann","Carabins Universite de Montreal",0,19.0857669481737,-0.262897436487609,0.0285163718113815
"951",17,1713,1725,6.05,5.67,"Quennec Kaleigh","Carabins Universite de Montreal",0,8.2916463986352,0.752986309833638,0.140132808818443
"952",18,1991,2003,16.04,-4.87,"Veillette Audrey-Anne","Carabins Universite de Montreal",0,16.7630098729315,-0.294770878682134,0.0389287196829059
"953",19,2005,2017,12.65,-11.23,"Lavallee Audrey","Carabins Universite de Montreal",0,16.9155372365172,-0.72600411601508,0.0352811565757764
